personnel_id,rank,age,years_of_service,deployment_months,family_separation,leaves_availed,leaves_cancelled,duty_hours_per_day,transfers_last_2yr,night_shifts_per_month,incidents_exposed,training_days_yr,wellness_score,sleep_hours,exercise_freq_per_wk,social_support_score,risk_level
CAPF0529,Constable,23,2,17,0,11,6,11.9,1,12,3,15,4.2,6.7,3,5.1,Medium
CAPF0530,Inspector,22,9,3,1,17,1,8.9,1,5,1,9,7.9,8.6,3,6.7,Low
CAPF0531,ASI,41,15,10,1,12,0,8.0,1,3,0,13,8.0,8.6,5,7.8,Low
CAPF0532,DSP,43,17,19,1,19,4,10.3,1,6,3,3,4.6,6.0,1,3.2,Medium
CAPF0533,ASI,51,12,28,1,7,6,14.4,5,16,7,15,1.9,5.4,0,1.5,High
CAPF0534,Inspector,49,26,4,0,15,1,9.1,0,4,0,18,7.1,7.5,6,8.9,Low
CAPF0535,Constable,54,17,10,0,29,2,9.1,1,5,1,23,9.5,7.3,3,8.7,Low
CAPF0536,Inspector,54,27,11,1,23,2,9.9,0,0,2,11,7.9,7.6,5,9.6,Low
CAPF0537,SP,32,29,21,1,10,7,10.4,2,5,2,29,4.3,6.3,3,3.3,Medium
CAPF0538,DSP,46,8,27,1,4,3,13.1,3,15,5,15,2.0,5.4,1,2.4,High
CAPF0539,Inspector,22,27,4,0,12,1,9.6,0,2,1,24,8.3,6.9,6,8.7,Low
CAPF0540,Constable,47,2,5,0,14,2,9.5,0,4,2,22,6.4,7.8,3,8.7,Low
CAPF0541,Inspector,25,1,18,0,17,6,12.7,1,8,2,23,4.9,6.1,1,6.4,Medium
CAPF0542,Constable,42,25,10,0,29,0,8.5,1,4,2,10,10.0,8.6,4,6.6,Low
CAPF0543,DSP,40,23,11,0,9,6,12.8,1,8,5,8,4.4,5.0,1,4.8,Medium
CAPF0544,Head Constable,23,27,10,1,12,4,11.4,2,13,5,9,6.0,5.0,3,6.1,Medium
CAPF0545,Constable,44,20,8,0,26,1,8.9,0,4,1,14,8.3,8.5,6,8.5,Low
CAPF0546,Head Constable,52,12,21,1,16,2,10.1,1,10,4,9,4.3,5.1,3,6.7,Medium
CAPF0547,DSP,52,7,22,0,10,5,10.1,1,5,3,25,7.0,5.0,1,7.0,Medium
CAPF0548,Head Constable,30,7,22,1,16,5,11.2,1,11,4,9,4.5,5.8,3,6.2,Medium
CAPF0549,SP,39,7,22,1,13,7,10.4,2,12,4,17,6.3,5.8,2,3.3,Medium
CAPF0550,DSP,52,20,23,1,7,2,10.5,1,13,2,1,6.2,6.3,3,6.1,Medium
CAPF0551,ASI,36,14,34,1,4,4,15.3,4,16,9,18,3.0,4.9,1,1.7,High
CAPF0552,SP,27,14,15,1,15,6,10.9,2,6,3,27,6.1,5.8,1,5.8,Medium
CAPF0553,Inspector,38,4,11,0,27,1,9.8,0,2,1,11,9.8,6.7,4,8.6,Low
CAPF0554,ASI,24,23,4,1,27,1,8.5,0,1,0,3,8.4,6.9,4,8.2,Low
CAPF0555,ASI,28,19,8,1,14,2,8.5,0,1,2,19,9.7,7.8,4,7.2,Low
CAPF0556,Head Constable,36,14,28,0,6,5,15.6,5,17,5,12,1.3,4.9,0,1.3,High
CAPF0557,Inspector,31,9,10,1,10,0,9.8,0,0,1,26,7.4,6.8,4,8.2,Low
CAPF0558,SI,48,5,9,1,13,1,9.2,1,1,0,5,9.1,7.6,6,6.1,Low
CAPF0559,SP,42,13,10,0,26,2,8.3,1,0,0,8,9.6,8.6,4,7.3,Low
CAPF0560,DSP,53,2,1,0,14,1,9.3,1,5,0,6,7.8,7.0,4,7.8,Low
CAPF0561,Head Constable,51,25,2,0,10,0,9.3,0,4,0,16,8.3,9.0,3,6.2,Low
CAPF0562,Constable,50,18,34,1,0,0,14.7,5,19,5,1,1.5,4.1,0,3.9,High
CAPF0563,Constable,36,1,31,1,3,0,13.9,3,12,8,15,3.5,4.1,1,1.9,High
CAPF0564,SI,48,22,6,1,24,1,9.3,0,5,1,9,9.5,7.6,6,6.9,Low
CAPF0565,SP,46,11,20,1,11,5,10.3,1,13,4,15,4.2,6.9,1,7.0,Medium
CAPF0566,DSP,25,16,15,1,9,7,11.0,1,7,2,15,6.1,6.2,1,6.8,Medium
CAPF0567,Constable,42,29,23,1,4,4,15.0,3,13,6,8,2.4,4.4,1,2.6,High
CAPF0568,Inspector,43,18,20,1,11,2,12.0,1,13,2,28,5.1,5.2,3,4.0,Medium
CAPF0569,Head Constable,37,19,11,0,19,7,11.0,2,5,3,16,4.1,5.8,3,6.2,Medium
CAPF0570,DSP,45,23,30,0,3,0,13.7,5,18,8,24,2.5,4.9,1,2.8,High
CAPF0571,Head Constable,31,8,13,0,5,5,11.3,2,9,4,14,6.6,6.0,2,4.2,Medium
CAPF0572,Head Constable,52,27,21,1,11,3,11.2,1,8,4,11,4.2,5.2,3,6.6,Medium
CAPF0573,ASI,24,23,24,0,0,0,15.6,4,15,9,20,1.2,5.4,1,1.4,High
CAPF0574,SI,22,20,24,1,6,6,15.5,5,13,5,28,2.8,4.7,1,3.6,High
CAPF0575,DSP,54,1,1,0,28,1,9.7,0,2,1,28,7.5,8.8,3,9.3,Low
CAPF0576,SP,49,19,9,0,27,1,9.2,0,3,1,22,9.5,6.9,3,7.8,Low
CAPF0577,Inspector,39,24,10,1,17,7,12.6,2,12,4,20,4.3,6.8,3,4.6,Medium
CAPF0578,Inspector,47,1,1,0,10,2,8.4,1,3,1,0,6.5,8.9,3,8.2,Low
CAPF0579,Inspector,30,10,7,1,12,2,9.9,1,1,1,18,7.0,7.3,4,9.1,Low
CAPF0580,Head Constable,54,21,33,1,8,8,15.4,5,13,5,6,1.8,5.0,0,2.2,High
CAPF0581,Head Constable,25,20,5,0,26,0,8.8,1,1,2,2,9.0,8.0,4,9.8,Low
CAPF0582,Head Constable,53,7,10,1,23,2,9.0,0,0,2,0,6.8,7.1,3,8.0,Low
CAPF0583,Inspector,48,28,11,0,19,1,9.8,1,5,1,28,8.2,6.7,6,6.6,Low
CAPF0584,ASI,54,1,13,0,12,3,12.2,1,10,2,11,5.6,6.4,3,5.7,Medium
CAPF0585,SP,40,18,5,1,14,2,9.4,1,1,0,17,7.5,9.0,3,6.9,Low
CAPF0586,Constable,37,20,11,1,10,7,12.5,1,10,2,28,4.9,5.4,3,6.6,Medium
CAPF0587,Constable,39,18,5,0,21,0,9.9,0,4,0,28,8.1,8.3,3,8.6,Low
CAPF0588,SI,31,25,32,1,6,5,14.8,4,14,9,12,3.8,5.0,0,1.3,High
CAPF0589,Head Constable,43,11,7,0,27,0,8.5,0,0,2,12,7.3,6.8,3,8.4,Low
CAPF0590,Constable,51,9,20,0,4,3,13.6,3,18,9,5,1.1,4.2,1,2.9,High
CAPF0591,Inspector,52,1,2,0,13,1,9.7,1,4,0,28,9.5,6.9,5,8.1,Low
CAPF0592,Constable,22,29,7,0,20,2,9.9,0,3,2,9,6.4,7.9,5,9.1,Low
CAPF0593,SP,26,5,12,1,8,6,12.6,1,5,2,13,6.1,5.9,1,4.4,Medium
CAPF0594,DSP,31,16,17,0,18,5,10.1,2,10,5,4,6.5,6.0,3,3.1,Medium
CAPF0595,DSP,32,17,10,0,11,1,8.3,1,2,1,22,6.0,7.5,3,9.0,Low
CAPF0596,SI,29,14,17,1,15,4,10.5,2,13,3,23,5.9,5.7,3,6.7,Medium
CAPF0597,Inspector,49,6,17,0,13,5,12.2,1,6,2,0,4.9,5.9,1,5.6,Medium
CAPF0598,DSP,53,22,15,1,13,2,12.9,2,6,5,22,5.2,5.0,1,5.9,Medium
CAPF0599,Inspector,28,14,34,1,2,0,14.0,3,17,5,2,2.0,4.4,0,1.1,High
CAPF0600,Head Constable,40,29,11,0,9,2,11.9,1,12,4,27,6.6,6.0,3,5.0,Medium
CAPF0601,Head Constable,34,15,22,1,4,3,15.8,4,15,5,11,1.8,4.4,1,3.4,High
CAPF0602,SP,23,1,2,0,14,2,8.5,1,0,2,6,7.9,6.6,6,7.8,Low
CAPF0603,ASI,53,20,34,1,8,6,14.1,3,18,6,17,3.6,4.8,0,3.8,High
CAPF0604,DSP,34,3,25,1,2,0,14.6,4,14,9,10,2.1,5.4,1,3.6,High
CAPF0605,SP,40,11,22,1,19,5,11.8,2,6,4,4,4.9,6.8,1,5.8,Medium
CAPF0606,SP,31,18,22,1,10,5,12.0,2,11,3,17,4.0,5.6,2,5.5,Medium
CAPF0607,Constable,25,25,26,1,1,0,14.8,4,18,5,19,2.6,4.5,0,2.6,High
CAPF0608,Head Constable,48,23,20,1,19,6,10.3,2,7,4,2,4.6,6.0,3,4.6,Medium
CAPF0609,DSP,22,19,12,1,11,6,12.5,1,13,5,28,5.7,5.5,3,3.9,Medium
CAPF0610,Constable,44,13,7,0,18,0,8.8,1,2,1,10,6.2,8.3,5,6.0,Low
CAPF0611,DSP,54,20,10,1,15,6,11.3,1,10,5,13,4.8,5.6,1,6.4,Medium
CAPF0612,SP,38,17,22,0,12,3,12.9,2,5,4,23,5.8,5.2,1,4.4,Medium
CAPF0613,DSP,23,28,10,0,15,2,9.9,1,3,2,6,8.8,6.7,5,9.1,Low
CAPF0614,Head Constable,48,19,7,0,28,1,9.2,0,3,0,20,7.1,6.8,5,6.1,Low
CAPF0615,ASI,48,27,10,0,14,0,9.0,0,0,0,7,7.1,8.4,4,9.2,Low
CAPF0616,Head Constable,37,19,3,0,11,1,8.6,0,0,1,3,8.4,7.1,6,8.2,Low
CAPF0617,Head Constable,45,27,4,0,25,0,9.5,1,2,0,1,8.3,9.0,6,7.5,Low
CAPF0618,SI,53,20,20,1,9,9,14.9,5,17,6,9,2.4,5.2,1,3.7,High
CAPF0619,SI,24,18,12,1,13,6,11.2,2,12,4,23,5.1,6.6,2,6.2,Medium
CAPF0620,Head Constable,22,8,30,1,4,3,15.9,5,19,6,11,1.3,4.1,0,3.2,High
CAPF0621,Constable,49,7,3,1,14,0,8.4,1,3,2,22,7.4,8.5,3,6.7,Low
CAPF0622,SI,54,26,11,0,11,2,9.9,1,1,2,1,7.8,7.1,6,8.3,Low
CAPF0623,SP,52,6,18,1,8,4,10.7,1,13,4,9,6.2,5.7,1,6.6,Medium
CAPF0624,DSP,33,14,6,0,10,2,8.7,1,4,1,24,9.6,6.8,6,6.3,Low
CAPF0625,SI,43,4,7,0,20,1,9.9,0,3,1,18,8.0,8.1,4,7.2,Low
CAPF0626,Constable,47,25,21,1,19,7,12.5,1,6,4,28,7.0,6.3,3,3.1,Medium
CAPF0627,Head Constable,48,10,9,0,18,0,9.1,1,5,0,15,6.3,8.5,4,7.6,Low
CAPF0628,Head Constable,25,8,3,0,28,1,8.1,0,4,1,26,9.7,6.8,5,7.3,Low
CAPF0629,ASI,38,15,23,1,0,0,14.5,3,17,7,29,3.9,5.0,0,1.4,High
CAPF0630,SP,54,19,3,1,15,0,8.2,1,0,1,10,7.2,7.0,5,8.6,Low
CAPF0631,Constable,27,17,7,0,19,2,8.6,1,4,0,17,6.6,7.4,6,7.0,Low
CAPF0632,DSP,34,10,10,0,12,0,8.8,1,4,0,4,6.3,8.2,6,6.8,Low
CAPF0633,Constable,40,26,35,1,0,0,15.8,4,18,6,14,3.3,5.2,0,1.0,High
CAPF0634,Head Constable,27,20,10,0,24,1,9.6,0,4,2,14,8.2,7.4,4,7.4,Low
CAPF0635,SP,45,2,9,0,26,1,8.6,1,4,2,12,8.5,8.8,4,6.6,Low
CAPF0636,SP,54,26,14,1,6,3,11.1,2,7,4,15,6.8,5.8,3,6.9,Medium
CAPF0637,SP,41,5,9,0,19,2,8.7,1,5,2,15,6.1,7.7,6,9.3,Low
CAPF0638,SI,54,2,25,1,0,0,15.4,3,16,6,12,3.2,5.3,1,2.5,High
CAPF0639,SP,49,24,3,0,19,1,8.7,1,2,0,4,8.7,7.6,4,9.6,Low
CAPF0640,SI,22,12,21,1,10,6,12.5,2,10,3,21,6.4,5.4,1,4.0,Medium
CAPF0641,ASI,48,26,3,0,12,2,9.0,0,1,1,11,9.8,6.6,4,9.7,Low
CAPF0642,SI,27,5,7,0,21,0,8.4,1,0,1,13,9.3,8.3,3,6.5,Low
CAPF0643,Head Constable,47,21,2,0,22,2,8.8,1,2,0,0,8.3,7.7,3,6.7,Low
CAPF0644,SP,40,11,25,1,0,0,13.1,4,15,9,8,3.5,5.2,0,2.5,High
CAPF0645,DSP,49,17,20,1,16,7,10.5,1,13,5,13,5.9,5.5,2,5.8,Medium
CAPF0646,ASI,29,19,10,1,15,4,11.4,1,13,4,17,5.2,6.1,2,3.7,Medium
CAPF0647,ASI,27,24,7,0,23,2,9.7,0,3,1,18,7.2,8.9,6,7.9,Low
CAPF0648,ASI,47,14,18,1,11,6,10.2,1,12,4,6,5.1,5.6,3,4.3,Medium
CAPF0649,DSP,29,11,26,0,9,6,14.3,5,15,7,15,4.0,4.7,0,3.3,High
CAPF0650,Inspector,32,21,13,0,5,6,10.8,1,10,4,7,6.1,6.6,3,3.0,Medium
CAPF0651,SI,54,14,3,1,19,0,8.7,1,3,2,13,6.8,6.7,5,8.6,Low
CAPF0652,DSP,45,1,20,1,8,4,15.4,5,19,5,15,3.8,5.0,0,3.7,High
CAPF0653,SP,54,12,8,1,28,1,8.5,0,2,0,17,7.2,7.1,5,8.4,Low
CAPF0654,SI,36,4,8,0,22,0,9.4,1,5,0,12,9.8,8.5,5,6.0,Low
CAPF0655,Inspector,45,21,7,0,10,1,9.5,1,1,0,0,9.8,6.8,6,9.5,Low
CAPF0656,Constable,32,24,3,0,26,0,8.8,0,5,1,6,8.9,8.2,5,6.0,Low
CAPF0657,Inspector,27,7,21,1,11,6,10.8,1,6,4,25,4.5,5.9,1,5.0,Medium
CAPF0658,Constable,49,29,20,1,9,2,12.3,2,12,2,13,5.2,6.8,1,4.6,Medium
CAPF0659,SI,36,29,21,1,6,6,15.6,3,16,7,12,2.5,4.9,1,3.4,High
CAPF0660,Constable,28,21,5,1,18,0,8.3,0,1,2,9,9.3,7.2,5,6.7,Low
CAPF0661,Inspector,39,12,20,1,9,7,10.6,1,13,3,4,4.8,5.3,3,6.4,Medium
CAPF0662,SI,24,19,10,0,18,0,8.3,0,3,2,27,6.6,7.7,5,9.1,Low
CAPF0663,SI,52,26,8,1,24,1,9.8,0,2,2,22,7.5,7.8,3,7.6,Low
CAPF0664,SI,40,14,28,1,0,0,14.2,4,12,5,7,2.3,4.2,0,3.7,High
CAPF0665,Head Constable,53,29,30,1,3,0,14.5,4,16,5,24,2.5,5.3,1,3.5,High
CAPF0666,SP,31,27,27,1,2,0,15.1,5,17,9,14,3.9,4.1,1,3.4,High
CAPF0667,Head Constable,33,21,30,1,6,3,14.1,4,15,9,10,2.3,4.8,0,2.3,High
CAPF0668,Head Constable,40,6,31,0,1,0,14.5,5,12,9,18,1.6,4.7,1,1.5,High
CAPF0669,SI,23,3,3,0,19,2,9.1,1,5,0,6,6.1,6.9,5,6.3,Low
CAPF0670,SP,49,19,10,0,24,0,9.2,1,2,0,3,9.2,8.8,3,6.7,Low
CAPF0671,SP,29,20,14,1,14,4,11.8,1,12,2,11,4.9,5.5,3,3.0,Medium
CAPF0672,SI,40,8,18,0,10,7,12.5,1,13,2,6,6.7,5.5,1,6.5,Medium
CAPF0673,Inspector,45,24,21,1,16,5,12.7,1,5,5,25,6.2,6.5,3,6.8,Medium
CAPF0674,Inspector,49,3,11,0,22,0,9.5,0,3,0,22,7.8,9.0,6,6.5,Low
CAPF0675,SP,35,28,2,0,14,1,9.5,0,0,2,26,6.4,7.7,3,8.4,Low
CAPF0676,ASI,43,21,4,1,29,1,8.8,0,5,2,0,9.2,6.5,3,7.0,Low
CAPF0677,Inspector,35,12,9,0,14,0,8.3,1,2,1,9,9.8,6.6,6,6.5,Low
CAPF0678,SI,53,6,29,1,4,4,13.5,3,18,9,25,1.3,4.2,0,3.0,High
CAPF0679,SI,29,24,13,0,16,3,11.2,2,6,2,19,6.3,5.3,1,4.0,Medium
CAPF0680,Inspector,28,16,18,0,16,5,10.1,1,11,5,2,5.0,5.2,2,5.6,Medium
CAPF0681,DSP,33,24,6,0,10,0,8.3,1,5,1,26,7.5,7.3,5,8.1,Low
CAPF0682,Head Constable,40,10,7,0,11,1,8.6,0,5,0,17,7.2,6.6,6,8.2,Low
CAPF0683,Inspector,49,14,29,1,4,3,15.8,5,18,5,8,2.3,5.0,1,4.0,High
CAPF0684,ASI,26,7,19,1,19,6,12.5,2,9,4,10,6.1,5.4,1,5.5,Medium
CAPF0685,ASI,27,12,20,1,16,3,12.4,2,5,2,24,6.7,5.9,1,5.2,Medium
CAPF0686,SI,34,27,2,1,21,0,8.3,1,3,2,3,7.3,8.0,5,8.3,Low
CAPF0687,ASI,52,17,35,1,7,4,14.9,4,19,8,24,2.3,4.8,1,1.6,High
CAPF0688,SI,27,25,20,0,9,9,15.2,4,12,7,22,2.5,4.9,1,3.2,High
CAPF0689,ASI,36,4,4,0,10,1,9.5,1,5,1,27,6.3,8.1,6,8.7,Low
CAPF0690,DSP,44,24,6,0,25,1,9.6,0,2,1,1,7.0,8.6,3,8.3,Low
CAPF0691,Inspector,46,25,22,1,15,2,11.0,1,9,5,28,6.4,6.2,3,3.8,Medium
CAPF0692,Constable,43,13,26,1,3,0,13.6,3,18,5,6,1.8,5.0,0,1.2,High
CAPF0693,Inspector,38,3,11,1,21,1,9.5,0,1,2,0,8.8,8.0,6,7.5,Low
CAPF0694,Inspector,36,2,13,0,6,5,11.4,1,9,2,5,5.7,6.6,1,3.2,Medium
CAPF0695,Constable,27,27,9,0,22,1,9.2,0,0,1,5,6.3,8.8,3,6.2,Low
CAPF0696,DSP,28,16,22,1,1,0,15.0,4,14,8,28,1.3,4.7,1,3.6,High
CAPF0697,SI,53,8,10,0,21,1,8.5,0,4,1,20,8.3,8.3,6,8.8,Low
CAPF0698,Head Constable,35,8,35,0,6,5,14.4,4,13,9,22,4.0,4.9,1,3.8,High
CAPF0699,Inspector,23,22,2,1,25,2,9.9,1,5,2,12,9.4,8.0,5,9.1,Low
CAPF0700,ASI,54,25,28,1,6,5,15.6,5,16,9,12,2.1,4.2,0,3.2,High
CAPF0701,Inspector,31,24,2,0,27,0,9.5,1,4,0,7,9.9,8.1,4,6.9,Low
CAPF0702,Constable,23,24,13,0,14,7,10.9,2,11,3,16,6.4,5.8,2,4.3,Medium
CAPF0703,DSP,29,23,24,1,7,6,14.5,5,13,9,11,2.4,5.2,0,2.0,High
CAPF0704,Inspector,25,5,1,1,29,0,9.8,0,5,0,27,8.4,8.3,6,8.8,Low
CAPF0705,SI,31,18,19,1,14,3,12.3,1,11,3,20,5.9,6.6,3,4.6,Medium
CAPF0706,ASI,32,29,17,1,5,5,11.1,1,6,3,9,5.5,6.6,2,3.5,Medium
CAPF0707,Constable,29,1,1,0,19,0,8.5,0,5,1,12,7.5,8.8,4,9.8,Low
CAPF0708,SP,24,1,5,1,17,0,8.1,1,0,0,8,6.9,8.0,3,9.2,Low
CAPF0709,DSP,31,28,19,1,19,5,12.0,2,12,4,24,6.9,5.5,1,6.3,Medium
CAPF0710,ASI,24,22,27,1,2,0,15.2,3,14,5,18,2.3,4.6,0,2.8,High
CAPF0711,DSP,25,1,5,1,15,1,9.1,0,2,2,12,7.3,6.6,6,7.8,Low
CAPF0712,DSP,45,11,11,0,25,2,9.9,1,5,2,7,6.4,8.3,4,9.0,Low
CAPF0713,ASI,35,25,11,0,23,0,9.4,0,4,1,26,6.6,8.2,4,6.9,Low
CAPF0714,SI,36,27,7,0,15,2,8.5,0,5,2,2,6.7,8.4,4,9.1,Low
CAPF0715,Constable,25,4,3,0,23,0,8.6,1,1,1,15,8.1,7.0,6,8.7,Low
CAPF0716,SP,34,14,13,1,17,7,10.2,2,10,2,17,6.8,6.4,1,6.4,Medium
CAPF0717,SP,53,26,15,1,15,4,12.7,2,10,4,1,4.8,6.9,1,5.0,Medium
CAPF0718,Constable,48,20,16,0,15,2,11.1,2,10,5,17,6.7,6.4,1,5.4,Medium
CAPF0719,Head Constable,48,29,14,0,19,2,11.3,1,5,5,24,4.5,6.5,3,6.6,Medium
CAPF0720,Inspector,53,1,5,0,20,2,9.2,1,2,0,24,9.0,8.7,3,6.2,Low
CAPF0721,ASI,48,7,20,1,10,3,11.0,1,5,3,18,5.5,5.2,2,5.3,Medium
CAPF0722,Inspector,34,12,17,0,11,3,10.2,1,6,4,7,6.4,6.6,1,5.3,Medium
CAPF0723,SI,28,8,20,1,11,3,12.0,1,8,4,15,7.0,5.0,3,5.9,Medium
CAPF0724,Head Constable,40,10,2,1,26,2,9.1,1,4,2,2,8.5,7.1,5,7.1,Low
CAPF0725,SI,28,29,1,0,29,0,8.6,0,5,1,15,6.8,7.2,6,8.0,Low
CAPF0726,ASI,42,28,2,0,22,1,8.5,0,4,2,26,8.5,8.8,5,7.5,Low
CAPF0727,Head Constable,27,2,13,1,10,6,12.5,2,11,4,13,7.0,6.4,3,4.1,Medium
CAPF0728,DSP,31,25,4,0,25,2,8.0,1,1,1,20,9.2,7.3,6,9.6,Low
CAPF0729,Constable,44,16,2,0,14,0,9.4,0,0,1,21,8.9,8.5,3,8.9,Low
CAPF0730,DSP,49,10,10,1,19,4,10.6,2,9,5,8,4.8,5.8,1,3.4,Medium
CAPF0731,ASI,49,27,25,0,4,3,14.9,4,18,8,29,2.9,4.1,1,1.9,High
CAPF0732,SP,36,7,15,1,5,6,11.3,2,9,5,13,6.9,6.0,2,6.9,Medium
CAPF0733,DSP,34,12,12,1,6,2,10.5,2,6,4,14,4.6,6.6,1,4.9,Medium
CAPF0734,ASI,50,3,25,1,9,8,13.2,3,15,8,10,2.1,4.1,0,3.2,High
CAPF0735,ASI,39,28,20,1,16,5,11.9,2,11,5,4,4.6,6.2,3,4.2,Medium
CAPF0736,DSP,51,10,10,1,10,1,8.9,1,0,2,4,8.5,7.3,4,8.6,Low
CAPF0737,Head Constable,36,18,34,1,9,6,15.5,3,15,9,0,2.0,5.0,0,2.9,High
CAPF0738,Head Constable,42,13,1,0,25,1,8.1,0,5,1,17,7.0,8.3,3,6.6,Low
CAPF0739,SI,44,14,17,1,5,7,11.5,1,12,5,29,4.4,6.3,2,6.0,Medium
CAPF0740,DSP,25,19,19,0,13,6,10.7,1,13,5,19,4.7,6.5,1,5.0,Medium
CAPF0741,Head Constable,45,7,8,0,15,1,9.4,0,3,2,27,9.4,6.8,3,8.8,Low
CAPF0742,SP,40,5,12,1,8,6,11.2,2,7,5,1,5.3,5.7,2,3.9,Medium
CAPF0743,ASI,44,6,7,1,26,1,8.6,1,5,0,1,6.1,8.0,6,7.9,Low
CAPF0744,ASI,24,2,10,0,12,3,13.0,1,9,4,5,5.4,6.0,2,5.8,Medium
CAPF0745,Head Constable,40,6,13,0,10,6,10.8,1,10,2,12,5.2,6.5,1,5.3,Medium
CAPF0746,ASI,25,25,19,1,11,6,11.3,1,6,4,13,5.5,6.0,3,4.3,Medium
CAPF0747,Inspector,42,26,22,1,1,0,14.4,4,17,7,2,3.9,4.0,1,2.3,High
CAPF0748,SI,31,24,23,1,5,4,13.3,3,18,5,28,3.1,4.3,1,3.4,High
CAPF0749,DSP,35,13,9,0,13,0,9.3,0,1,0,28,6.9,7.7,4,7.1,Low
CAPF0750,Inspector,27,19,17,1,15,4,10.4,1,12,5,17,4.4,5.4,2,4.8,Medium
CAPF0751,ASI,34,9,14,0,14,7,11.9,2,12,3,6,6.1,5.1,3,4.1,Medium
CAPF0752,Head Constable,30,27,23,1,8,3,14.0,3,14,8,22,1.7,5.5,0,4.0,High
CAPF0753,SP,40,7,18,0,6,2,12.2,1,12,4,17,7.0,5.1,1,3.7,Medium
CAPF0754,SP,48,8,21,1,6,5,11.2,1,5,2,0,5.3,5.8,2,3.2,Medium
CAPF0755,Constable,22,14,4,0,14,2,9.0,0,4,0,8,9.5,7.8,4,9.7,Low
CAPF0756,SI,29,27,2,0,13,1,9.4,1,1,2,9,8.4,8.3,4,6.1,Low
CAPF0757,SP,39,26,31,1,2,0,13.1,3,13,8,11,3.3,5.0,0,3.0,High
CAPF0758,Constable,43,16,2,1,25,2,8.8,0,0,0,18,6.2,9.0,3,6.6,Low
CAPF0759,DSP,30,22,23,1,1,0,15.5,5,15,5,25,2.1,5.2,0,2.8,High
CAPF0760,SP,35,5,6,0,15,1,9.7,1,4,2,7,7.5,6.9,3,8.2,Low
CAPF0761,Inspector,23,17,8,0,20,0,9.5,1,0,2,7,8.4,7.9,4,6.4,Low
CAPF0762,SP,49,18,15,0,12,3,12.8,1,8,4,15,4.6,5.4,3,3.8,Medium
CAPF0763,Inspector,53,6,29,1,4,4,14.7,3,12,9,2,2.1,5.1,0,1.4,High
CAPF0764,DSP,43,12,23,0,1,0,13.5,4,19,5,16,2.8,4.2,1,2.4,High
CAPF0765,SP,52,4,2,0,11,2,8.6,0,0,0,11,6.9,8.0,4,8.3,Low
CAPF0766,SP,41,15,11,0,12,5,10.0,1,13,2,23,6.0,5.2,1,3.8,Medium
CAPF0767,DSP,31,29,2,0,29,2,9.0,1,5,1,22,7.0,7.8,4,6.7,Low
CAPF0768,SI,26,18,12,1,6,3,11.8,1,10,3,10,5.1,6.1,2,6.0,Medium
CAPF0769,ASI,45,20,11,1,11,4,12.8,2,11,5,6,6.5,5.9,2,6.8,Medium
CAPF0770,SP,50,6,1,0,26,1,9.7,0,5,2,27,6.3,6.6,4,8.3,Low
CAPF0771,DSP,40,12,27,1,8,8,15.1,3,16,8,3,2.8,4.3,1,2.4,High
CAPF0772,ASI,51,10,25,1,4,3,15.2,4,14,6,25,2.3,4.8,0,2.7,High
CAPF0773,SP,23,13,17,0,17,2,11.8,1,13,2,0,4.6,6.8,3,4.1,Medium
CAPF0774,ASI,29,29,30,1,7,5,13.9,5,16,9,2,1.7,5.5,0,2.7,High
CAPF0775,ASI,40,17,4,1,22,1,9.8,1,2,0,4,8.1,7.7,6,7.9,Low
CAPF0776,SI,27,14,7,0,24,2,9.2,0,4,0,3,9.0,7.1,6,8.0,Low
CAPF0777,SP,35,17,26,1,5,4,13.6,4,14,5,17,2.7,5.4,1,3.0,High
CAPF0778,DSP,38,18,1,0,26,0,9.3,0,3,0,19,7.5,8.9,6,8.4,Low
CAPF0779,Inspector,40,23,16,1,18,2,11.0,1,10,4,14,6.0,5.5,1,5.5,Medium
CAPF0780,DSP,34,24,11,0,10,4,10.5,1,10,4,1,7.0,5.2,3,5.7,Medium
CAPF0781,DSP,52,24,28,1,7,6,15.0,4,19,5,6,1.1,4.7,0,1.0,High
CAPF0782,DSP,36,21,8,0,13,0,9.8,1,4,1,5,8.1,8.7,4,9.4,Low
CAPF0783,SI,43,27,14,0,16,4,10.8,2,7,2,23,5.7,5.3,3,5.5,Medium
CAPF0784,SI,36,18,1,1,24,2,8.9,0,0,1,6,8.1,6.6,3,7.0,Low
CAPF0785,DSP,34,18,17,1,8,2,11.3,1,5,4,20,5.5,6.8,3,6.4,Medium
CAPF0786,SI,26,20,2,0,28,2,9.8,0,2,0,8,6.8,9.0,5,6.9,Low
CAPF0787,SP,41,1,17,1,11,6,11.4,2,5,3,28,5.7,6.4,3,6.6,Medium
CAPF0788,SP,41,20,10,1,22,0,9.5,1,4,1,20,8.8,8.1,4,9.2,Low
CAPF0789,ASI,52,12,11,1,21,1,8.9,0,3,2,10,9.3,7.4,6,7.1,Low
CAPF0790,DSP,30,2,9,0,21,1,9.9,1,4,2,22,9.7,9.0,6,7.3,Low
CAPF0791,DSP,47,26,23,0,8,4,12.6,2,8,2,11,6.1,6.4,1,6.7,Medium
CAPF0792,SI,49,16,20,1,9,2,11.3,2,9,2,25,5.8,6.8,2,3.2,Medium
CAPF0793,SP,52,6,20,1,5,5,15.2,5,12,5,10,1.3,5.1,1,2.9,High
